yearid,teamid,game_t,win_t,era_t,teamname,teamOPS,wswin_t,run_t,hit_t,hr_t,bb_t,so_t,runallow_t,earnrun_t,save_t,errors_t
1995,NYN,144,69,3.88,New York Mets,0.778,N,657,1323,125,446,994,618,556,36,115
1995,OAK,144,67,4.93,Oakland Athletics,0.762,N,730,1296,169,565,911,761,698,34,102
1995,PHI,144,69,4.21,Philadelphia Phillies,0.716,N,615,1296,94,497,884,658,603,41,97
1995,PIT,144,58,4.70,Pittsburgh Pirates,0.719,N,629,1281,125,456,972,736,666,29,122
1995,SDN,144,70,4.13,San Diego Padres,0.731,N,668,1345,116,447,872,672,590,35,108
1995,SEA,145,79,4.50,Seattle Mariners,0.798,N,796,1377,182,549,871,708,644,39,104
1995,SFN,144,67,4.86,San Francisco Giants,0.727,N,652,1256,152,472,1060,776,699,34,108
1995,SLN,143,62,4.09,St. Louis Cardinals,0.688,N,563,1182,107,436,920,658,575,38,113
1995,TEX,144,74,4.66,Texas Rangers,0.747,N,691,1304,138,526,877,720,665,34,98
1995,TOR,144,56,4.88,Toronto Blue Jays,0.737,N,642,1309,140,492,906,777,701,22,97
1996,ATL,162,96,3.52,Atlanta Braves,0.765,N,773,1514,197,530,1032,648,575,46,130
1996,BAL,163,88,5.14,Baltimore Orioles,0.822,N,949,1557,257,645,915,903,839,44,97
1996,BOS,162,85,4.98,Boston Red Sox,0.816,N,928,1631,209,642,1020,921,807,37,135
1996,CAL,161,70,5.30,California Angels,0.770,N,762,1571,192,527,974,943,847,38,128
1996,CHA,162,85,4.52,Chicago White Sox,0.721,N,898,1586,195,701,927,794,733,43,109
1996,CHN,162,76,4.36,Chicago Cubs,0.807,N,772,1388,175,523,1090,771,705,34,104
1996,CIN,162,81,4.32,Cincinnati Reds,0.753,N,778,1398,191,604,1134,773,692,52,121
1996,CLE,161,99,4.34,Cleveland Indians,0.844,N,952,1665,218,671,844,769,700,46,124
1996,COL,162,83,5.59,Colorado Rockies,0.827,N,961,1607,221,527,1108,964,884,34,149
1996,DET,162,53,6.38,Detroit Tigers,0.743,N,783,1413,204,546,1268,1103,1015,22,137
1996,FLO,162,80,3.95,Florida Marlins,0.722,N,688,1413,150,553,1122,703,634,41,111
1996,HOU,162,82,4.37,Houston Astros,0.733,N,753,1445,129,554,1057,792,702,35,138
1996,KCA,161,75,4.55,Kansas City Royals,0.731,N,746,1477,123,529,943,786,733,35,111
1996,LAN,162,90,3.46,Los Angeles Dodgers,0.701,N,703,1396,150,516,1190,652,564,50,125
1996,MIN,162,78,5.28,Minnesota Twins,0.794,N,877,1633,118,576,958,900,844,31,94
1996,ML4,162,80,5.14,Milwaukee Brewers,0.782,N,894,1578,178,624,986,899,826,42,134
1996,MON,162,88,3.78,Montreal Expos,0.733,N,741,1441,148,492,1077,668,605,43,126
1996,NYA,162,92,4.65,New York Yankees,0.737,Y,871,1621,162,632,909,787,744,52,91
1996,NYN,162,71,4.22,New York Mets,0.796,N,746,1515,147,445,1069,779,675,41,159
1996,OAK,162,78,5.20,Oakland Athletics,0.796,N,861,1492,243,640,1114,900,841,34,103
1996,PHI,162,67,4.48,Philadelphia Phillies,0.712,N,650,1405,132,536,1092,790,708,42,116
1996,PIT,162,73,4.61,Pittsburgh Pirates,0.736,N,776,1509,138,510,989,833,744,37,128
1996,SDN,162,91,3.72,San Diego Padres,0.740,N,771,1499,147,601,1014,682,616,47,118
1996,SEA,161,85,5.21,Seattle Mariners,0.850,N,993,1625,245,670,1052,895,829,34,110
1996,SFN,162,68,4.71,San Francisco Giants,0.719,N,752,1400,153,615,1189,862,755,35,136
1996,SLN,162,88,3.97,St. Louis Cardinals,0.736,N,759,1468,142,495,1089,706,641,43,125
1996,TEX,163,90,4.65,Texas Rangers,0.827,N,928,1622,221,660,1041,799,749,43,87
1996,TOR,162,74,4.57,Toronto Blue Jays,0.752,N,766,1451,177,529,1105,809,734,35,110
1997,ANA,162,84,4.52,Anaheim Angels,0.762,N,829,1531,161,617,953,794,730,39,123
1997,ATL,162,101,3.18,Atlanta Braves,0.769,N,791,1490,174,597,1160,581,518,37,114
1997,BAL,162,98,3.91,Baltimore Orioles,0.770,N,812,1498,196,586,952,681,635,59,97
1997,BOS,162,78,4.85,Boston Red Sox,0.815,N,851,1684,185,514,1044,857,782,40,135
1997,CHA,161,80,4.73,Chicago White Sox,0.717,N,779,1498,158,569,901,833,748,52,127
1997,CHN,162,68,4.44,Chicago Cubs,0.758,N,687,1444,127,451,1003,759,705,37,112
1997,CIN,162,76,4.41,Cincinnati Reds,0.710,N,651,1386,142,518,1113,764,710,49,106
1997,CLE,161,86,4.73,Cleveland Indians,0.825,N,868,1589,220,617,955,815,749,39,106
1997,COL,162,83,5.25,Colorado Rockies,0.835,N,923,1611,239,562,1060,908,836,38,111
1997,DET,162,79,4.56,Detroit Tigers,0.747,N,784,1415,176,578,1164,790,732,42,92
1997,FLO,162,92,3.83,Florida Marlins,0.741,Y,740,1410,136,686,1074,669,615,39,116
1997,HOU,162,84,3.66,Houston Astros,0.747,N,777,1427,133,633,1085,660,594,37,131
1997,KCA,161,67,4.70,Kansas City Royals,0.740,N,747,1478,158,561,1061,820,753,29,91
1997,LAN,162,88,3.62,Los Angeles Dodgers,0.748,N,742,1488,174,498,1079,645,587,45,116
1997,MIN,162,68,5.00,Minnesota Twins,0.723,N,772,1522,132,495,1121,861,796,30,101
1997,ML4,161,78,4.22,Milwaukee Brewers,0.741,N,681,1415,135,494,967,742,669,44,121
1997,MON,162,78,4.14,Montreal Expos,0.741,N,691,1423,172,420,1084,740,665,37,132
1997,NYA,162,96,3.84,New York Yankees,0.737,N,891,1636,161,676,954,688,626,51,104
1997,NYN,162,88,3.95,New York Mets,0.798,N,777,1448,153,550,1029,709,640,49,120
1997,OAK,162,65,5.48,Oakland Athletics,0.762,N,764,1451,197,642,1181,946,880,38,122
1997,PHI,162,68,4.85,Philadelphia Phillies,0.707,N,668,1390,116,519,1032,840,765,35,108
1997,PIT,162,79,4.28,Pittsburgh Pirates,0.733,N,725,1440,129,481,1161,760,683,41,131
1997,SDN,162,76,4.98,San Diego Padres,0.749,N,795,1519,152,604,1129,891,802,43,132
1997,SEA,162,90,4.78,Seattle Mariners,0.839,N,925,1574,264,626,1110,833,769,38,126
1997,SFN,162,90,4.39,San Francisco Giants,0.751,N,784,1415,172,642,1120,793,706,45,125
1997,SLN,162,73,3.88,St. Louis Cardinals,0.720,N,689,1409,144,543,1191,708,627,39,123
1997,TEX,162,77,4.69,Texas Rangers,0.771,N,807,1547,187,500,1116,823,745,33,121
1997,TOR,162,76,3.92,Toronto Blue Jays,0.699,N,654,1333,147,487,1138,694,628,34,94
1998,ANA,162,85,4.49,Anaheim Angels,0.751,N,787,1530,147,510,1028,783,720,52,106
1998,ARI,162,65,4.63,Arizona Diamondbacks,0.707,N,665,1353,159,489,1239,812,737,37,100
1998,ATL,162,106,3.25,Atlanta Braves,0.795,N,826,1489,215,548,1062,581,520,45,91
1998,BAL,162,79,4.74,Baltimore Orioles,0.794,N,817,1520,214,593,903,785,754,37,81
1998,BOS,162,92,4.18,Boston Red Sox,0.810,N,876,1568,205,541,1049,729,667,53,105
1998,CHA,163,80,5.22,Chicago White Sox,0.771,N,861,1516,198,551,916,931,835,42,140
1998,CHN,163,90,4.47,Chicago Cubs,0.782,N,831,1494,212,601,1223,792,733,56,101
1998,CIN,162,77,4.44,Cincinnati Reds,0.739,N,750,1441,138,608,1107,760,711,42,122
1998,CLE,162,89,4.44,Cleveland Indians,0.795,N,850,1530,198,630,1061,779,721,47,110
1998,COL,162,77,4.99,Colorado Rockies,0.808,N,826,1640,183,469,949,855,794,36,102
1998,DET,162,65,4.93,Detroit Tigers,0.738,N,722,1494,165,455,1070,863,792,32,115
1998,FLO,162,54,5.18,Florida Marlins,0.690,N,667,1381,114,525,1120,923,834,24,129
1998,HOU,162,102,3.50,Houston Astros,0.792,N,874,1578,166,621,1122,620,572,44,108
1998,KCA,161,72,5.15,Kansas City Royals,0.724,N,714,1459,134,475,984,899,822,46,125
1998,LAN,162,83,3.81,Los Angeles Dodgers,0.698,N,669,1374,159,447,1056,678,612,47,134
1998,MIL,162,74,4.63,Milwaukee Brewers,0.726,N,707,1439,152,532,1039,812,746,39,110
1998,MIN,162,70,4.75,Minnesota Twins,0.717,N,734,1499,115,506,915,818,764,42,108
1998,MON,162,65,4.38,Montreal Expos,0.704,N,644,1348,147,439,1058,783,695,39,155
1998,NYA,162,114,3.82,New York Yankees,0.724,Y,965,1625,207,653,1025,656,619,48,98
1998,NYN,162,88,3.76,New York Mets,0.825,N,706,1425,136,572,1049,645,609,46,101
1998,OAK,162,74,4.81,Oakland Athletics,0.735,N,804,1413,149,633,1122,866,766,39,141
1998,PHI,162,75,4.64,Philadelphia Phillies,0.721,N,713,1482,126,508,1080,808,754,32,110
1998,PIT,163,69,3.91,Pittsburgh Pirates,0.686,N,650,1395,107,393,1060,718,629,41,140
1998,SDN,162,98,3.63,San Diego Padres,0.739,N,749,1390,167,604,1072,635,587,59,104
1998,SEA,161,76,4.93,Seattle Mariners,0.812,N,859,1553,234,558,1081,855,781,31,125
1998,SFN,163,89,4.18,San Francisco Giants,0.774,N,845,1540,161,678,1040,739,686,44,101
1998,SLN,163,83,4.31,St. Louis Cardinals,0.781,N,810,1444,223,676,1179,782,703,44,142
1998,TBA,162,63,4.35,Tampa Bay Devil Rays,0.706,N,620,1450,111,473,1107,751,698,28,94
1998,TEX,162,88,4.99,Texas Rangers,0.819,N,940,1637,201,595,1045,871,794,46,121
1998,TOR,163,88,4.28,Toronto Blue Jays,0.787,N,816,1482,221,564,1132,768,697,47,125
1999,ANA,162,70,4.79,Anaheim Angels,0.716,N,711,1404,158,511,1022,826,762,37,106
1999,ARI,162,100,3.77,Arizona Diamondbacks,0.805,N,908,1566,216,588,1045,676,615,42,104
1999,ATL,162,103,3.63,Atlanta Braves,0.777,N,840,1481,197,608,962,661,593,45,111
1999,BAL,162,78,4.77,Baltimore Orioles,0.800,N,851,1572,203,615,890,815,760,33,89
1999,BOS,162,94,4.00,Boston Red Sox,0.798,N,836,1551,176,597,928,718,638,50,127
1999,CHA,162,75,4.92,Chicago White Sox,0.749,N,777,1563,162,499,810,870,786,39,136
1999,CHN,162,67,5.27,Chicago Cubs,0.766,N,747,1411,189,571,1170,920,837,32,139
1999,CIN,163,96,3.98,Cincinnati Reds,0.792,N,865,1536,209,569,1125,711,647,55,105
1999,CLE,162,97,4.89,Cleveland Indians,0.840,N,1009,1629,209,743,1099,860,788,46,106
1999,COL,162,72,6.01,Colorado Rockies,0.819,N,906,1644,223,508,863,1028,955,33,118
1999,DET,161,69,5.17,Detroit Tigers,0.768,N,747,1433,212,458,1049,882,817,33,106
1999,FLO,162,64,4.90,Florida Marlins,0.719,N,691,1465,128,479,1145,852,781,33,127
1999,HOU,162,97,3.83,Houston Astros,0.775,N,823,1463,168,728,1138,675,620,48,106
1999,KCA,161,64,5.35,Kansas City Royals,0.781,N,856,1584,151,535,932,921,844,29,125
1999,LAN,162,77,4.45,Los Angeles Dodgers,0.760,N,793,1480,187,594,1030,787,718,37,137
1999,MIL,161,74,5.07,Milwaukee Brewers,0.779,N,815,1524,165,658,1065,886,813,40,127
1999,MIN,161,63,5.00,Minnesota Twins,0.712,N,686,1450,105,500,978,845,791,34,92
1999,MON,162,68,4.69,Montreal Expos,0.751,N,718,1473,163,438,939,853,748,44,160
1999,NYA,162,98,4.13,New York Yankees,0.797,Y,900,1568,193,718,978,731,661,50,111
1999,NYN,163,97,4.27,New York Mets,0.819,N,853,1553,181,717,994,711,691,49,68
1999,OAK,162,87,4.69,Oakland Athletics,0.801,N,893,1430,235,770,1129,846,750,48,122
1999,PHI,162,77,4.92,Philadelphia Phillies,0.782,N,841,1539,161,631,1081,846,787,32,100
1999,PIT,161,78,4.33,Pittsburgh Pirates,0.753,N,775,1417,171,573,1197,782,689,34,147
1999,SDN,162,74,4.47,San Diego Padres,0.725,N,710,1360,153,631,1169,781,705,43,129
1999,SEA,162,79,5.24,Seattle Mariners,0.798,N,859,1499,244,610,1095,905,834,40,113
1999,SFN,162,86,4.71,San Francisco Giants,0.790,N,872,1507,188,696,1028,831,762,42,105
1999,SLN,161,75,4.74,St. Louis Cardinals,0.764,N,809,1461,194,613,1202,838,761,38,132
1999,TBA,162,69,5.06,Tampa Bay Devil Rays,0.754,N,772,1531,145,544,1042,913,805,45,135
1999,TEX,162,95,5.07,Texas Rangers,0.840,N,945,1653,230,611,937,859,809,47,119
1999,TOR,162,84,4.92,Toronto Blue Jays,0.810,N,883,1580,212,578,1077,862,787,39,106
2000,ANA,162,82,5.00,Anaheim Angels,0.825,N,864,1574,236,608,1024,869,805,46,134
2000,ARI,162,85,4.35,Arizona Diamondbacks,0.763,N,792,1466,179,535,975,754,698,38,107
2000,ATL,162,95,4.05,Atlanta Braves,0.775,N,810,1490,179,595,1010,714,648,53,129
2000,BAL,162,74,5.37,Baltimore Orioles,0.776,N,794,1508,184,558,900,913,855,33,116
2000,BOS,162,85,4.23,Boston Red Sox,0.764,N,792,1503,167,611,1019,745,683,46,109
2000,CHA,162,95,4.66,Chicago White Sox,0.746,N,978,1615,216,591,960,839,751,43,133
2000,CHN,162,65,5.25,Chicago Cubs,0.826,N,764,1426,183,632,1120,904,849,39,100
2000,CIN,163,85,4.33,Cincinnati Reds,0.790,N,825,1545,200,559,995,765,700,42,111
2000,CLE,162,90,4.84,Cleveland Indians,0.837,N,950,1639,221,685,1057,816,775,34,72
2000,COL,162,82,5.26,Colorado Rockies,0.816,N,968,1664,161,601,907,897,835,33,94
2000,DET,162,79,4.71,Detroit Tigers,0.781,N,823,1553,177,562,982,827,755,44,105
2000,FLO,161,79,4.59,Florida Marlins,0.740,N,731,1441,160,540,1184,797,729,48,125
2000,HOU,162,72,5.42,Houston Astros,0.837,N,938,1547,249,673,1129,944,865,30,133
2000,KCA,162,77,5.48,Kansas City Royals,0.773,N,879,1644,150,511,840,930,876,29,102
2000,LAN,162,86,4.10,Los Angeles Dodgers,0.771,N,798,1408,211,668,1083,729,659,36,135
2000,MIL,163,73,4.63,Milwaukee Brewers,0.729,N,740,1366,177,620,1245,826,755,29,118
2000,MIN,162,69,5.14,Minnesota Twins,0.744,N,748,1516,116,556,1021,880,819,35,102
2000,MON,162,67,5.13,Montreal Expos,0.758,N,738,1475,178,476,1048,902,812,39,132
2000,NYA,161,87,4.76,New York Yankees,0.776,Y,871,1541,205,631,1007,814,753,40,109
2000,NYN,162,94,4.16,New York Mets,0.804,N,807,1445,198,675,1037,738,670,49,118
2000,OAK,161,91,4.58,Oakland Athletics,0.817,N,947,1501,239,750,1159,813,730,43,134
2000,PHI,162,65,4.77,Philadelphia Phillies,0.729,N,708,1386,144,611,1117,830,763,34,100
2000,PIT,162,69,4.94,Pittsburgh Pirates,0.762,N,793,1506,168,564,1032,888,795,27,132
2000,SDN,162,76,4.52,San Diego Padres,0.732,N,752,1413,157,602,1177,815,733,46,141
2000,SEA,162,91,4.49,Seattle Mariners,0.803,N,907,1481,198,775,1073,780,720,44,99
2000,SFN,162,97,4.21,San Francisco Giants,0.834,N,925,1535,226,709,1032,747,675,47,93
2000,SLN,162,95,4.38,St. Louis Cardinals,0.812,N,887,1481,235,675,1253,771,698,37,111
2000,TBA,161,69,4.86,Tampa Bay Devil Rays,0.728,N,733,1414,162,558,1022,842,773,38,118
2000,TEX,162,71,5.52,Texas Rangers,0.798,N,848,1601,173,580,922,974,876,39,135
2000,TOR,162,83,5.14,Toronto Blue Jays,0.810,N,861,1562,244,526,1026,908,821,37,100
2001,ANA,162,75,4.20,Anaheim Angels,0.732,N,691,1447,158,494,1001,730,671,43,103
2001,ARI,162,92,3.87,Arizona Diamondbacks,0.783,Y,818,1494,208,587,1052,677,627,34,84
2001,ATL,162,88,3.59,Atlanta Braves,0.736,N,729,1432,174,493,1039,643,578,41,103
2001,BAL,162,63,4.67,Baltimore Orioles,0.699,N,687,1359,136,514,989,829,744,31,125
2001,BOS,161,82,4.15,Boston Red Sox,0.773,N,772,1493,198,520,1131,745,667,48,113
2001,CHA,162,83,4.55,Chicago White Sox,0.766,N,798,1463,214,520,998,795,725,51,118
2001,CHN,162,88,4.03,Chicago Cubs,0.785,N,777,1409,194,577,1077,701,643,41,109
2001,CIN,162,66,4.77,Cincinnati Reds,0.744,N,735,1464,176,468,1172,850,765,35,138
2001,CLE,162,91,4.64,Cleveland Indians,0.807,N,897,1559,212,577,1076,821,746,42,107
2001,COL,162,73,5.29,Colorado Rockies,0.837,N,923,1663,213,511,1027,906,841,26,96
2001,DET,162,66,5.01,Detroit Tigers,0.730,N,724,1439,139,466,972,876,795,34,131
2001,FLO,162,76,4.32,Florida Marlins,0.749,N,742,1461,166,470,1145,744,691,32,103
2001,HOU,162,93,4.37,Houston Astros,0.798,N,847,1500,208,581,1119,769,707,48,110
2001,KCA,162,65,4.87,Kansas City Royals,0.727,N,729,1503,152,406,898,858,779,30,117
2001,LAN,162,86,4.25,Los Angeles Dodgers,0.748,N,758,1399,206,519,1062,744,685,46,116
2001,MIL,162,68,4.64,Milwaukee Brewers,0.745,N,740,1378,209,488,1399,806,740,28,103
2001,MIN,162,85,4.51,Minnesota Twins,0.770,N,771,1514,164,495,1083,766,722,45,108
2001,MON,162,68,4.68,Montreal Expos,0.715,N,670,1361,131,478,1071,812,745,28,108
2001,NYA,161,95,4.02,New York Yankees,0.710,N,804,1488,203,519,1035,713,649,57,109
2001,NYN,162,82,4.07,New York Mets,0.769,N,642,1361,147,545,1062,713,654,48,101
2001,OAK,162,102,3.59,Oakland Athletics,0.784,N,884,1469,199,640,1021,645,583,44,125
2001,PHI,162,86,4.15,Philadelphia Phillies,0.743,N,746,1431,164,551,1125,719,667,47,91
2001,PIT,162,62,5.05,Pittsburgh Pirates,0.706,N,657,1333,161,467,1106,858,794,36,133
2001,SDN,162,79,4.52,San Diego Padres,0.735,N,789,1379,161,678,1273,812,724,46,145
2001,SEA,162,116,3.54,Seattle Mariners,0.805,N,927,1637,169,614,989,627,576,56,83
2001,SFN,162,90,4.18,San Francisco Giants,0.802,N,799,1493,235,625,1090,748,680,47,118
2001,SLN,162,93,3.93,St. Louis Cardinals,0.780,N,814,1469,199,529,1089,684,627,38,110
2001,TBA,162,62,4.94,Tampa Bay Devil Rays,0.707,N,672,1426,121,456,1116,887,781,30,139
2001,TEX,162,73,5.71,Texas Rangers,0.815,N,890,1566,246,548,1093,968,913,37,114
2001,TOR,162,80,4.28,Toronto Blue Jays,0.755,N,767,1489,195,470,1094,753,696,41,97
2002,ANA,162,99,3.69,Anaheim Angels,0.773,Y,851,1603,152,462,805,644,595,54,87
2002,ARI,162,98,3.92,Arizona Diamondbacks,0.769,N,819,1471,165,643,1016,674,630,40,89
2002,ATL,161,101,3.13,Atlanta Braves,0.741,N,708,1428,164,558,1028,565,511,57,114
2002,BAL,162,67,4.46,Baltimore Orioles,0.712,N,667,1353,165,452,993,773,719,31,91
2002,BOS,162,93,3.75,Boston Red Sox,0.789,N,859,1560,177,545,944,665,603,51,104
2002,CHA,162,81,4.53,Chicago White Sox,0.734,N,856,1475,217,555,952,798,716,35,97
2002,CHN,162,67,4.29,Chicago Cubs,0.787,N,706,1351,200,585,1269,759,687,23,114
2002,CIN,162,78,4.27,Cincinnati Reds,0.738,N,709,1386,169,583,1188,774,690,42,120
2002,CLE,162,74,4.91,Cleveland Indians,0.733,N,739,1349,192,542,1000,837,777,34,113
2002,COL,162,73,5.20,Colorado Rockies,0.760,N,778,1508,152,497,1043,898,825,43,112
2002,DET,161,55,4.92,Detroit Tigers,0.679,N,575,1340,124,363,1035,864,773,33,142
2002,FLO,162,79,4.36,Florida Marlins,0.740,N,699,1433,146,595,1130,763,706,36,106
2002,HOU,162,84,4.00,Houston Astros,0.755,N,749,1441,167,589,1120,695,642,43,83
2002,KCA,162,62,5.21,Kansas City Royals,0.721,N,737,1415,140,524,921,891,834,30,130
2002,LAN,162,92,3.69,Los Angeles Dodgers,0.729,N,713,1464,155,428,940,643,598,56,90
2002,MIL,162,56,4.73,Milwaukee Brewers,0.711,N,627,1369,139,500,1125,821,752,32,103
2002,MIN,161,94,4.12,Minnesota Twins,0.769,N,768,1518,167,472,1089,712,662,47,74
2002,MON,162,83,3.97,Montreal Expos,0.752,N,735,1432,162,575,1104,718,641,39,139
2002,NYA,161,103,3.87,New York Yankees,0.717,N,897,1540,223,640,1171,697,625,53,127
2002,NYN,161,75,3.89,New York Mets,0.809,N,690,1409,160,486,1044,703,624,36,144
2002,OAK,162,103,3.68,Oakland Athletics,0.771,N,800,1450,205,609,1008,654,593,48,102
2002,PHI,161,80,4.17,Philadelphia Phillies,0.761,N,710,1428,165,640,1095,724,671,47,88
2002,PIT,161,72,4.23,Pittsburgh Pirates,0.700,N,641,1300,142,537,1109,730,664,47,115
2002,SDN,162,66,4.62,San Diego Padres,0.702,N,662,1393,136,547,1062,815,737,40,128
2002,SEA,162,93,4.07,Seattle Mariners,0.769,N,814,1531,152,629,1003,699,654,43,88
2002,SFN,162,95,3.54,San Francisco Giants,0.786,N,783,1465,198,616,961,616,566,43,90
2002,SLN,162,97,3.70,St. Louis Cardinals,0.763,N,787,1475,175,542,927,648,595,42,103
2002,TBA,161,55,5.29,Tampa Bay Devil Rays,0.704,N,673,1418,133,456,1115,918,846,25,126
2002,TEX,162,72,5.15,Texas Rangers,0.794,N,843,1510,230,554,1055,882,824,33,99
2002,TOR,162,78,4.80,Toronto Blue Jays,0.757,N,813,1457,187,522,1142,828,767,41,107
2003,ANA,162,77,4.28,Anaheim Angels,0.743,N,736,1473,150,476,838,743,680,39,105
2003,ARI,162,84,3.84,Arizona Diamondbacks,0.746,N,717,1467,152,531,1006,685,621,42,107
2003,ATL,162,101,4.10,Atlanta Braves,0.824,N,907,1608,235,545,933,740,663,51,121
2003,BAL,163,71,4.76,Baltimore Orioles,0.729,N,743,1516,152,431,902,820,767,41,105
2003,BOS,162,95,4.48,Boston Red Sox,0.851,N,961,1667,238,620,943,809,729,36,113
2003,CHA,162,86,4.17,Chicago White Sox,0.739,N,791,1445,220,519,916,715,663,36,93
2003,CHN,162,88,3.83,Chicago Cubs,0.777,N,724,1431,172,492,1158,683,619,36,106
2003,CIN,162,69,5.09,Cincinnati Reds,0.713,N,694,1349,182,524,1326,886,818,38,141
2003,CLE,162,68,4.21,Cleveland Indians,0.717,N,699,1413,158,466,1062,778,682,34,126
2003,COL,162,74,5.20,Colorado Rockies,0.790,N,853,1472,198,619,1134,892,821,34,116
2003,DET,162,43,5.30,Detroit Tigers,0.675,N,591,1312,153,443,1099,928,847,27,138
2003,FLO,162,91,4.04,Florida Marlins,0.754,Y,751,1459,157,515,978,692,648,36,78
2003,HOU,162,87,3.86,Houston Astros,0.767,N,805,1466,191,557,1021,677,622,50,95
2003,KCA,162,83,5.05,Kansas City Royals,0.763,N,836,1526,162,476,926,867,808,36,108
2003,LAN,162,85,3.16,Los Angeles Dodgers,0.671,N,574,1328,124,407,985,556,511,58,119
2003,MIL,162,68,5.02,Milwaukee Brewers,0.748,N,714,1423,196,547,1221,873,810,44,114
2003,MIN,162,90,4.41,Minnesota Twins,0.772,N,801,1567,155,512,1027,758,716,45,87
2003,MON,162,83,4.01,Montreal Expos,0.727,N,711,1404,144,522,990,716,640,42,102
2003,NYA,163,101,4.02,New York Yankees,0.688,N,877,1518,230,684,1042,716,653,49,114
2003,NYN,161,66,4.48,New York Mets,0.810,N,642,1317,124,489,1035,754,704,38,118
2003,OAK,162,96,3.63,Oakland Athletics,0.743,N,768,1398,176,556,898,643,582,48,107
2003,PHI,162,86,4.04,Philadelphia Phillies,0.762,N,791,1448,166,651,1155,697,648,33,97
2003,PIT,162,75,4.64,Pittsburgh Pirates,0.758,N,753,1492,163,529,1049,801,744,44,123
2003,SDN,162,64,4.87,San Diego Padres,0.721,N,678,1442,128,565,1073,831,774,31,102
2003,SEA,162,93,3.76,Seattle Mariners,0.754,N,795,1509,139,586,989,637,602,38,65
2003,SFN,161,100,3.73,San Francisco Giants,0.763,N,755,1440,180,593,980,638,595,43,80
2003,SLN,162,85,4.60,St. Louis Cardinals,0.804,N,876,1580,196,580,952,796,748,41,77
2003,TBA,162,63,4.93,Tampa Bay Devil Rays,0.724,N,715,1501,137,420,1030,852,787,30,103
2003,TEX,162,71,5.67,Texas Rangers,0.784,N,826,1506,239,488,1052,969,903,43,94
2003,TOR,162,86,4.69,Toronto Blue Jays,0.803,N,894,1580,190,546,1081,826,748,35,117
2004,ANA,162,92,4.28,Anaheim Angels,0.770,N,836,1603,162,450,942,734,692,50,90
2004,ARI,162,51,4.98,Arizona Diamondbacks,0.703,N,615,1401,135,441,1022,899,794,33,139
2004,ATL,162,96,3.74,Atlanta Braves,0.777,N,803,1503,178,587,1158,668,603,48,116
2004,BAL,162,78,4.70,Baltimore Orioles,0.776,N,842,1614,169,528,949,830,760,27,110
2004,BOS,162,98,4.18,Boston Red Sox,0.832,Y,949,1613,222,659,1189,768,674,36,118
2004,CHA,162,83,4.91,Chicago White Sox,0.786,N,865,1481,242,499,1030,831,782,34,100
2004,CHN,162,89,3.81,Chicago Cubs,0.790,N,789,1508,235,489,1080,665,621,42,86
2004,CIN,162,76,5.19,Cincinnati Reds,0.749,N,750,1380,194,599,1335,907,832,47,113
2004,CLE,162,80,4.81,Cleveland Indians,0.795,N,858,1565,184,606,1009,857,784,32,106
2004,COL,162,68,5.54,Colorado Rockies,0.800,N,833,1531,202,568,1181,923,883,36,89
2004,DET,162,72,4.93,Detroit Tigers,0.786,N,827,1531,201,518,1144,844,788,35,144
2004,FLO,162,83,4.10,Florida Marlins,0.736,N,718,1447,148,499,968,700,655,53,86
2004,HOU,162,92,4.05,Houston Astros,0.778,N,803,1458,187,590,999,698,650,47,101
2004,KCA,162,58,5.15,Kansas City Royals,0.720,N,720,1432,150,461,1057,905,813,25,131
2004,LAN,162,93,4.01,Los Angeles Dodgers,0.755,N,761,1450,203,536,1092,684,647,51,73
2004,MIL,161,67,4.24,Milwaukee Brewers,0.708,N,634,1358,135,540,1312,757,679,42,117
2004,MIN,162,92,4.03,Minnesota Twins,0.763,N,780,1494,191,513,982,715,661,48,101
2004,MON,162,67,4.33,Montreal Expos,0.705,N,635,1361,151,496,925,769,696,31,99
2004,NYA,162,101,4.69,New York Yankees,0.726,N,897,1483,242,670,982,808,752,59,99
2004,NYN,162,71,4.09,New York Mets,0.811,N,684,1376,185,512,1159,731,658,31,137
2004,OAK,162,91,4.17,Oakland Athletics,0.776,N,793,1545,189,608,1061,742,682,35,91
2004,PHI,162,86,4.45,Philadelphia Phillies,0.788,N,840,1505,215,645,1133,781,724,43,81
2004,PIT,161,72,4.29,Pittsburgh Pirates,0.722,N,680,1428,142,415,1066,744,680,46,103
2004,SDN,162,87,4.03,San Diego Padres,0.756,N,768,1521,139,566,910,705,645,44,108
2004,SEA,162,63,4.76,Seattle Mariners,0.727,N,698,1544,136,492,1058,823,772,28,103
2004,SFN,162,91,4.29,San Francisco Giants,0.795,N,850,1500,183,705,874,770,695,46,101
2004,SLN,162,105,3.75,St. Louis Cardinals,0.804,N,855,1544,214,548,1085,659,605,57,97
2004,TBA,161,70,4.81,Tampa Bay Devil Rays,0.725,N,714,1416,145,469,944,842,757,35,119
2004,TEX,162,89,4.53,Texas Rangers,0.786,N,860,1492,227,500,1099,794,724,52,117
2004,TOR,161,67,4.91,Toronto Blue Jays,0.732,N,719,1438,145,513,1083,823,775,37,91
2005,ARI,162,77,4.84,Arizona Diamondbacks,0.754,N,696,1419,191,606,1094,856,783,45,94
2005,ATL,162,90,3.98,Atlanta Braves,0.768,N,769,1453,184,534,1084,674,639,38,86
